"BEVOEGD GEZAG NUMMER","BEVOEGD GEZAG NAAM","STRAATNAAM","HUISNUMMER-TOEVOEGING","POSTCODE","PLAATSNAAM","GEMEENTENUMMER","GEMEENTENAAM","DENOMINATIE","TELEFOONNUMMER","INTERNETADRES","STRAATNAAM CORRESPONDENTIEADRES","HUISNUMMER-TOEVOEGING CORRESPONDENTIEADRES","POSTCODE CORRESPONDENTIEADRES","PLAATSNAAM CORRESPONDENTIEADRES","KVK-NUMMER","ADMINISTRATIEKANTOORNUMMER"
"31077","Stg. Verstr. Christ. Onderwijs op Gereformeerde Grondslag","Lekdijk","236","2957CK","NIEUW-LEKKERLAND","1927","MOLENWAARD","Protestants-Christelijk","0786934887","","Postbus","36","2950AA","ALBLASSERDAM","41119985","165"
"31080","Stichting Islamitisch College","Eduard van Beinumlaan","61","3122TK","SCHIEDAM","0606","SCHIEDAM","Islamitisch","","www.elfurkan.nl","Postbus","799","3100AT","SCHIEDAM","41130935","136"
"31088","Stichting Islamitische Scholen Helmond en omgeving","Venuslaan","29","5702GA","HELMOND","0794","HELMOND","Islamitisch","0492553941","www.salaheddinelayyoubi.nl","Postbus","395","5700AJ","HELMOND","41091201","413"
"31089","Stichting Montessorischool Hoogeveen","De Karn","5","7908NX","HOOGEVEEN","0118","HOOGEVEEN","Algemeen bijzonder","0528220300","","Postbus","2132","7900BC","HOOGEVEEN","41019149","780"
"31118","Stichting Islamitische Scholen Rijn en Gouwe","Marsdiep","1-3","2401XA","ALPHEN AAN DEN RIJN","0484","ALPHEN AAN DEN RIJN","Islamitisch","0172439937","","Postbus","80","3360AB","SLIEDRECHT","41167880","136"
"31162","Delftse Vereniging voor Montessori-Onderwijs","Jacoba van Beierenlaan","166","2613JK","DELFT","0503","DELFT","Algemeen bijzonder","0152124800","www.montessoridelft.nl","Jacoba van Beierenlaan","166","2613JK","DELFT","40397073","136"
"31189","Ver. Verstrekken Basisonderw. op Gereformeerde Grondslag","Van Speijklaan","25","3931AA","WOUDENBERG","0351","WOUDENBERG","Protestants-Christelijk","0332860475","","Postbus","58","3925ZH","SCHERPENZEEL GLD","40120403","165"
"31204","Vereniging v. C.N. Schoolond. te Lunteren","Kerkhoflaan","29","6741BN","LUNTEREN","0228","EDE","Protestants-Christelijk","0318487271","www.cnsdetriangel-lunteren.nl","Postbus","137","6740AC","LUNTEREN","40124773","606"
"31227","Ver. Prot. Chr. Basisonderwijs 'Duinoordschool'","Prins Mauritslaan","8","2582LR","'S-GRAVENHAGE","0518","S GRAVENHAGE","Protestants-Christelijk","0703544323","www.duinoordschool.nl","Prins Mauritslaan","8","2582LR","'S-GRAVENHAGE","40409026","065"
"31237","Stichting Katholiek Onderwijs Veluwe-Vallei","Groenendaal","7","6715BA","EDE GLD","0228","EDE","Rooms-Katholiek","0318640405","www.skovv.nl","Groenendaal","7","6715BA","EDE GLD","41051103","606"
"31267","Stichting Kathol. Basisonderwijs Goirle","Hoogen Dries","3","5051WK","GOIRLE","0785","GOIRLE","Rooms-Katholiek","0135302548","www.skbg-goirle.nl","Postbus","29","5050AA","GOIRLE","41095476","401"
"31280","Ver. verstr. onderwijs op Geref. grondslag te Leerdam","Buizerdstraat","1","4143BA","LEERDAM","0545","LEERDAM","Protestants-Christelijk","0345612802","www.calvijnschoolleerdam.nl","Baronie","5","4141JR","LEERDAM","40321923","165"
"31384","'Stichting SKOzoK', Samen Koersen op zichtbare ok","Pastoor Jansenplein","21","5504BS","VELDHOVEN","0861","VELDHOVEN","Rooms-Katholiek","0402531201","www.skozok.nl","Pastoor Jansenplein","21","5504BS","VELDHOVEN","41087967","953"
"31552","Vereniging De Gooische School","Oud Blaricummerweg","21-A","1251GV","LAREN NH","0417","LAREN","Algemeen bijzonder","0355382234","www.degooischeschool.nl","Oud Blaricummerweg","21-A","1251GV","LAREN NH","40516201","744"
"31657","Stg. Penta, St. RK, Prot. Chr. & Interconfessioneel Onderwij","Maelsonstraat","28-D","1624NP","HOORN NH","0405","HOORN","Samenwerking PC, RK","0229219171","www.stichtingpenta.nl","Maelsonstraat","28-D","1624NP","HOORN NH","41234375",""
"31890","Ver. tot het verstr. Onderwijs op Ger. grondslag te Borssele","Cleeuwendamme","1","4454BX","BORSSELE","0654","BORSELE","Protestants-Christelijk","0113351370","www.kerstenschool.nl","Cleeuwendamme","1","4454BX","BORSSELE","40309602","165"
"31969","Het Timpaan/Stg. RK/Prot.-Chr. Basisonderw. Wehl & Nieuw-Weh","Koningin Wilhelminastr","10","7031AC","WEHL","0222","DOETINCHEM","Rooms-Katholiek","0314681330","www.hettimpaan.nl","Koningin Wilhelminastr","10","7031AC","WEHL","41047292","744"
"32060","Stichting Katholiek Onderwijs Het Groene Lint","Wolfsdonk","6","4861BB","CHAAM","1723","ALPHEN-CHAAM","Rooms-Katholiek","0161491693","www.bs-driesprong.nl","Postbus","21","4860AA","CHAAM","41095729",""
"32072","Ver. Stichting Instandshouding School met de Bijbel Moerkap.","Raadhuisstraat","38","2751AV","MOERKAPELLE","1892","ZUIDPLAS","Reformatorisch","0795931284","www.cbs-rehoboth.nl","Postbus","50","2750AB","MOERKAPELLE","40464526","165"
"32073","Stichting Christelijke Kindcentra Drenthe","Groningerstraat","96","9402LL","ASSEN","0106","ASSEN","Protestants-Christelijk","0592346801","www.ckcdrenthe.nl","Postbus","167","9400AD","ASSEN","40045606","951"
"32099","Stichting R.K. Basisscholen Vleuten, De Meern, Haarzuilens","Savannahweg","50","3542AW","UTRECHT","0344","UTRECHT","Rooms-Katholiek","0307371237","www.rkscholenvdmh.nl","Savannahweg","50","3542AW","UTRECHT","41178879","136"
"32177","Stichting Kiem Onderwijs","Meerloseweg","3","5402XH","UDEN","0856","UDEN","Rooms-Katholiek","0413332396","www.kiemuden.nl","Postbus","15","5400AA","UDEN","41081181","952"
"32202","Ver. Stg. Schol. met de Bijb. te Giessen-Nieuwkerk e.o.","Johan de Kreijstraat","2","3381DG","GIESSENBURG","0689","GIESSENLANDEN","Protestants-Christelijk","0184652731","","Johan de Kreijstraat","2","3381DG","GIESSENBURG","40321274","136"
"32203","Stichting Katholiek Onderwijs Ginneken","van Gaverenlaan","18","4835CD","BREDA","0758","BREDA","Rooms-Katholiek","0765600332","","van Gaverenlaan","18","4835CD","BREDA","41102967",""
"32515","Ver. tot Instandh. en Best. vd Joris de Witteschool","Jan Wolkerslaan","16","2343BK","OEGSTGEEST","0579","OEGSTGEEST","Protestants-Christelijk","0718898051","www.nldat.nl/cbsjorsidewitte","Jan Wolkerslaan","16","2343BK","OEGSTGEEST","40446138","706"
"32580","Stichting GOO Onderwijs","Valeriusstraat","33","5421TR","GEMERT","1652","GEMERT-BAKEL","Rooms-Katholiek","0880088500","www.zichtpo.nl","Postbus","157","5420AD","GEMERT","41087693",""
"32631","Ver. v. Scholen met de Bijbel Alblasserwaard","Korenbloemplaats","4","2971BH","BLESKENSGRAAF CA","1927","MOLENWAARD","Protestants-Christelijk","0184691595","","Korenbloemplaats","4","2971BH","BLESKENSGRAAF CA","40321155","413"
"32813","Christelijke Schoolvereniging 'Obadja'","Joop Westerweelstraat","18","3417EN","MONTFOORT","0335","MONTFOORT","Protestants-Christelijk","0348474885","","Postbus","9","3417ZG","MONTFOORT","40478212","165"
"33034","Vereniging 'Eben Haëzer' voor Chr. Schoolonderwijs Leerbroek","Leerbroekseweg","7","4245KR","LEERBROEK","0707","ZEDERIK","Protestants-Christelijk","0345599115","www.pcbsleerbroek.nl","Leerbroekseweg","7","4245KR","LEERBROEK","40321745","165"
"33151","Edese Schoolvereniging","Zuidelijke Spoorstraat","8","6711NN","EDE GLD","0228","EDE","Algemeen bijzonder","0318615959","www.edeseschoolvereniging.nl","Zuidelijke Spoorstraat","8","6711NN","EDE GLD","40119304","606"
"33268","Schoolvereniging 'Agatha Snellen'","Nicolaasdwarsstraat","3","3512XG","UTRECHT","0344","UTRECHT","Algemeen bijzonder","0302313219","www.agathasnellen.nl","Nicolaasdwarsstraat","3","3512XG","UTRECHT","40476640","401"
"33424","Stichting Muziekinstituut van de Kathedraal Sint Bavo","Westergracht","61","2013ZL","HAARLEM","0392","HAARLEM","Rooms-Katholiek","0235311054","www.koorschoolhaarlem.nl","Westergracht","61","2013ZL","HAARLEM","41223069","706"
"33645","Ver. tot Stg. & Instandhouding Scholen met Bijbel te Benneko","Rijnsteeg","5","6721NP","BENNEKOM","0228","EDE","Protestants-Christelijk","0318430203","www.kraatsschool.nl","Rijnsteeg","5","6721NP","BENNEKOM","40119994","638"
"33853","Vereniging voor Christelyk Nationaal Basisonderwys","Kloosterdijk","150","7693PR","SIBCULO","0160","HARDENBERG","Protestants-Christelijk","0523241318","","Kloosterdijk","73","7693PN","SIBCULO","40059730","951"
"33957","Hallsche Schoolvereniging","Dorpsstraat","84","7025AG","HALLE","1876","BRONCKHORST","Algemeen bijzonder","0314631547","www.dorpsschoolhalle.nl","Dorpsstraat","84","7025AG","HALLE","40120551","744"
"34139","Ver. tot Stg. & Inst.houd. van Sch. md Bijbel E'veen en H'su","De Zicht","3","6744WX","EDERVEEN","0228","EDE","Reformatorisch","0318571482","","De Zicht","3","6744WX","EDERVEEN","40120535","606"
"34230","Vereniging voor Buitengewoon Speciaal Onderwijs School Vereniging Gooiland","Meentweg","44","1405JB","BUSSUM","1942","GOOISE MEREN","Algemeen bijzonder","0356915994","www.gooilandschool.nl","Meentweg","44","1405JB","BUSSUM","40516191","222"
"34646","Zelfst Onderd vh Kerkgen vd Ger Gem Elspeet","Reijnvaanerf","7","8075BW","ELSPEET","0302","NUNSPEET","Protestants-Christelijk","0577492228","www.ehselspeet.nl","Postbus","25","8075ZG","ELSPEET","","165"
"34893","Ver. 'Scholen met de Bijbel', Buurtsch. Horst & Telgt Ermelo","Zeeweg","98","3853LN","ERMELO","0233","ERMELO","Protestants-Christelijk","0341552312","www.goedeherderschool.nl","Zeeweg","98","3853LN","ERMELO","40104850","606"
"34919","Sticht. Verstr. Basisonderwijs op Gereformeerde Grondslag","Steijnpad","1","2805JE","GOUDA","0513","GOUDA","Protestants-Christelijk","0182512691","","Hovenierskade","16","2805PK","GOUDA","41172323","606"
"34932","Stichting School met de Bijbel","Saenredamstraat","4","2525TN","'S-GRAVENHAGE","0518","S GRAVENHAGE","Protestants-Christelijk","0703808494","www.beatrixschool.info","Postbus","80","3360AB","SLIEDRECHT","40407037","136"
"35218","Christelijk Instituut 'Groen van Prinsterer'","Dalweg","11","1217HX","HILVERSUM","0402","HILVERSUM","Protestants-Christelijk","","www.degroenvanprinsterer.nl","Dalweg","11","1217HX","HILVERSUM","40516645","606"
"35297","Stichting Rehobothschool Uddel","Het Drie","21","3888KD","UDDEL","0200","APELDOORN","Reformatorisch","0577401424","","Het Drie","21","3888KD","UDDEL","41038470","606"
"35466","Stg Scholen voor Christelijk Basisonderwijs Zeist e.o.","Laan van Vollenhove","3045","3706AL","ZEIST","0355","ZEIST","Protestants-Christelijk","0306994259","www.cbozeist.nl","Laan van Vollenhove","3045","3706AL","ZEIST","41178483","706"
"35504","Leeuwarder Schoolvereniging","Jelsumerstraat","10","8917EN","LEEUWARDEN","0080","LEEUWARDEN","Algemeen bijzonder","0582126618","www.leeuwarderschoolvereniging.nl","Postbus","4079","8901EB","LEEUWARDEN","40000042","780"
"36063","De ver. tot st. & instandh. v. Scholen m.d. Bijbel Ommerk. e","Ommerkanaal Oost","30","7731TT","OMMEN","0175","OMMEN","Protestants-Christelijk","0523610058","","Ommerkanaal Oost","30","7731TT","OMMEN","40059457","715"
"36336","Ver. tot St. instandhouding scholen Bijbel Geref. grondsl.","Koolweg","9","6446TM","BRUNSSUM","0899","BRUNSSUM","Protestants-Christelijk","0455216561","www.gbbenjamin.nl","Postbus","196","6400AD","HEERLEN","40187102","401"
"36349","Ver. Prot. Christ. Onderwijs Wilhelminascholen Doetinchem","Verdilaan","14-A","7002LN","DOETINCHEM","0222","DOETINCHEM","Protestants-Christelijk","0314323384","www.wilhelminabasisschool.nl","Verdilaan","14-A","7002LN","DOETINCHEM","40119573","638"
"36440","Stichting Algemeen Basisonderw. Comenius","Celebesstraat","7","1782TC","DEN HELDER","0400","DEN HELDER","Algemeen bijzonder","0223613864","www.abscomenius.nl","Postbus","6032","1780KA","DEN HELDER","41241489","706"
"36479","Ver. tot Stg. en Instandh. van Chr. Nation. Scholen te Gouda","Nieuwe Gouwe W.Z.","1","2802AN","GOUDA","0513","GOUDA","Protestants-Christelijk","0182686715","www.cnsgouda.nl","Postbus","2090","2800BE","GOUDA","40464449","706"
"36739","Vereniging voor Voorbereidend Onderwijs","Rapenburg","129-131","2311GM","LEIDEN","0546","LEIDEN","Algemeen bijzonder","0715133631","www.haanstraschool.nl","Rooseveltstraat","18","2321BM","LEIDEN","40445374","098"
"36778","Vereniging tot Stichting Instandhouding Ener Christelijke School","Houtweg","24-26","8167PL","OENE","0232","EPE","Protestants-Christelijk","0578641228","www.cbsoene.nl","Houtweg","24-26","8167PL","OENE","40101658","638"
"36817","Vereniging Montessorischool Bilthoven","Rembrandtplein","1","3723CH","BILTHOVEN","0310","DE BILT","Algemeen bijzonder","","www.montessoribilthoven.nl","Rembrandtplein","1","3723CH","BILTHOVEN","40478315","780"
"36831","Ver. voor Chr. Nat. Schoolond. te Staphorst","Staphorster Kerkweg","38","7951JS","STAPHORST","0180","STAPHORST","Protestants-Christelijk","0522461632","www.cnsstaphorst.nl","Staphorster Kerkweg","38","7951JS","STAPHORST","40059661","715"
"37038","Gereformeerde Schoolvereniging Westernieland en omstreken","Aemckenheerd","2","9951VZ","WINSUM GN","0053","WINSUM","Protestants-Christelijk","0595443326","www.gbsdewierde.nl","Aemckenheerd","2","9951VZ","WINSUM GN","40024230","951"
"37233","Ver. Inst.houd. & Best. School voor CBO, gen. Hofdijckschool","Hazenboslaan","1","2341SE","OEGSTGEEST","0579","OEGSTGEEST","Protestants-Christelijk","0715237614","www.hofdijckschool.nl","Hazenboslaan","1","2341SE","OEGSTGEEST","40445516","098"
"37299","Sticht. Confess. Basisonderw. West Zeeuws-Vlaanderen","Nieuwstraat","50","4501BE","OOSTBURG","1714","SLUIS","Samenwerking PC, RK","0117452290","www.scoba.nl","Postbus","80","4500AB","OOSTBURG","41110079",""
"37428","Ver. Chr. Nat. Schoolonderwijs te Helmond","Koekoekstraat","1","5702PM","HELMOND","0794","HELMOND","Protestants-Christelijk","0492525418","www.rankhelmond.nl","Koekoekstraat","1","5702PM","HELMOND","40235520","947"
"37545","Vereniging Nieuwe Baarnsche School","Vondellaan","2","3743HZ","BAARN","0308","BAARN","Algemeen bijzonder","0355422315","www.nbsbaarn.nl","Vondellaan","2","3743HZ","BAARN","40506124","744"
"37571","De Bussumse Montessorischoolvereniging","Busken Huetlaan","16","1401BC","BUSSUM","1942","GOOISE MEREN","Algemeen bijzonder","0356913684","www.bussumsemontessori.nl","Busken Huetlaan","16","1401BC","BUSSUM","40516338","638"
"37650","Stichting Katholiek Onderwijs Midden-Twente","Oostermaat","1-A","7623CS","BORNE","0147","BORNE","Rooms-Katholiek","0742665501","www.stichtingkomt.nl","Oostermaat","1-A","7623CS","BORNE","41028008","722"
"37663","Stichting Lijn 83 primair onderwijs","Picardie","32-A","6591JE","GENNEP","0907","GENNEP","Rooms-Katholiek","0485540939","www.lijn83po.nl","Postbus","184","6590AD","GENNEP","41062710","952"
"37857","Ver. Stichting Instandhouding School met de Bijbel","Stadhoudersweg","12","3264SH","NIEUW-BEIJERLAND","0588","KORENDIJK","Reformatorisch","0186660487","www.schoolmetdebijbelnb.nl","Postbus","3552","3264ZH","NIEUW-BEIJERLAND","40321778","165"
"37949","Veren. voor PC Prom. Onderwijs Barendrecht en Ridderkerk","Achterom","70","2991CV","BARENDRECHT","0489","BARENDRECHT","Protestants-Christelijk","0180620533","www.pcpobr.nl","Postbus","217","2990AE","BARENDRECHT","40341697","413"
"38001","Samenwerkingsstichting Kans & Kleur","Stationsplein","1","6602BN","WIJCHEN","0296","WIJCHEN","Samenwerking Opb., RK, Alg. Bi","0246487890","www.kansenkleur.nl","Postbus","5","6600AA","WIJCHEN","41056036",""
"38144","Ver. voor Prot. Chr. Onderwijs te Gorredijk en Omstreken","Wabbe Wissesstrjitte","15","8401RE","GORREDIJK","0086","OPSTERLAND","Protestants-Christelijk","0513466448","www.pcbs-librije.nl","Postbus","69","8400AB","GORREDIJK","40000502","780"
"38169","Stichting Neutraal Onderwijs Wilhelmina","Bachlaan","9","5707RM","HELMOND","0794","HELMOND","Algemeen bijzonder","0492590175","www.wilhelminaschool.nl","Bachlaan","9","5707RM","HELMOND","40235463","401"
"38222","Stichting Belang. 'Schol. Bijb.' Achterberg, Gem. Rhenen","Ruiterpad","83","3911SK","RHENEN","0340","RHENEN","Reformatorisch","0317614388","","Ruiterpad","83","3911SK","RHENEN","41179295","165"
"38235","Sticht. schoolbestuur Laetare Schoolbestuur voor R.K.O.","Schoolstraat","2","7035AR","KILDER","1955","MONTFERLAND","Rooms-Katholiek","0314681943","www.bslaetare.nl","Schoolstraat","2","7035AR","KILDER","41048316","744"
"38351","Ver. Stg./school met de Bijbel te Oud-Alblas","Prins Johan Frisostraat","3","2969CB","OUD-ALBLAS","1927","MOLENWAARD","Protestants-Christelijk","0184691963","www.cbs-oud-alblas.nl","Postbus","80","3360AB","SLIEDRECHT","40321446","136"
"38650","Ver. Stg. Instandh. van Schol. met de Bijb.te Hark. e.o.","Molenweg","69","6732BJ","HARSKAMP","0228","EDE","Protestants-Christelijk","0318456606","www.dezaaierharskamp.nl","Margrietlaan","26","6732AX","HARSKAMP","40119229","165"
"38819","De Ver. Stg. en Instandhouding Christ. Scholen te Doornspijk","Dokter Bruinsweg","38","8085BV","DOORNSPIJK","0230","ELBURG","Protestants-Christelijk","0525661294","","Dokter Bruinsweg","38","8085BV","DOORNSPIJK","40094467","165"
"38910","Vereniging tot het Verstrekken van Onderw. op Ger. Grondslag","Van Duyvenvoordelaan","32","3341GM","HENDRIK-IDO-AMBACHT","0531","HENDRIK-IDO-AMBACHT","Protestants-Christelijk","0786821525","www.kws-hia.nl","Postbus","379","3340AJ","HENDRIK-IDO-AMBACHT","40321511","706"
"39001","Ver. Verstr. v. Basisond. op Geref.Grondsl. BS 'De Bornput'","Moerdamme","26","4415AP","OOSTDIJK","0703","REIMERSWAAL","Protestants-Christelijk","0113502168","","Moerdamme","26","4415AP","OOSTDIJK","40309338","165"
"39275","Vereniging tot het Verstrekken Basisond. Gereform. Grondslag","Sportlaan","4","4251GD","WERKENDAM","0870","WERKENDAM","Protestants-Christelijk","0183501984","www.groenewegenschool.nl","Postbus","124","4250DC","WERKENDAM","40271689","165"
"39352","Stichting Nutsscholen Geldrop","Saruman","1","5663SK","GELDROP","1771","GELDROP-MIERLO","Algemeen bijzonder","0402863543","www.nutgeldrop.nl","Postbus","24","5660AA","GELDROP","40235413","065"
"39534","Stichting Kruislandse Scholen","West-Zandberg","47","4756BP","KRUISLAND","0851","STEENBERGEN","Rooms-Katholiek","0167536094","","Molenweg","9-A","4756TE","KRUISLAND","41102634","413"
"39600","Stg. Kath. en Prot. Christ. BO Vught e.o. Leijestroom","Moleneindplein","9","5262CW","VUGHT","0865","VUGHT","Samenwerking PC, RK","0736576868","www.leijestroom.nl","Postbus","62","5260AB","VUGHT","41080113",""
"39859","Vereniging Nutsschool Wassenaar","Zijllaan","39","2242CA","WASSENAAR","0629","WASSENAAR","Algemeen bijzonder","0705114461","www.nutswassenaar.nl","Zijllaan","39","2242CA","WASSENAAR","40408348","706"
"39912","Stichting onderwijsgemeenschap 'De Hoeve'","Veenslagenweg","17","3871NA","HOEVELAKEN","0267","NIJKERK","Rooms-Katholiek","0332536093","www.dehoeveschool.nl","Postbus","116","3870CC","HOEVELAKEN","41035319","744"
"40020","Stg. Onderwijsgr. Amstelland, stg. voor RK/PC basisonderwijs","Bouwerij","102","1185XX","AMSTELVEEN","0362","AMSTELVEEN","Samenwerking PC, RK","0203454718","www.onderwijsgroepamstelland.nl","Postbus","9188","1180MD","AMSTELVEEN","41208656","947"
"40048","Stichting Islamitische Basisscholen","Smaragdlaan","50","2332JR","LEIDEN","0546","LEIDEN","Islamitisch","0715128850","","Johan Huizingalaan","112","1065JE","AMSTERDAM","41167885","098"
"40077","Stichting Noor","Johan Huizingalaan","112","1065JE","AMSTERDAM","0363","AMSTERDAM","Islamitisch","0207510825","www.noorscholen.nl","Johan Huizingalaan","112","1065JE","AMSTERDAM","41246233","706"
"40114","Stg. Prisma, stg. prot. chr. & oecumen. onderwijs in Almere","Randstad","2031","1314BC","ALMERE","0034","ALMERE","Algemeen bijzonder","0365346300","www.prisma-almere.nl","Postbus","10149","1301AC","ALMERE","41246349","706"
"40144","Stichting Montessorischool De Triangel","Koningstraat","5-K","6641KS","BEUNINGEN GLD","0209","BEUNINGEN","Algemeen bijzonder","0246751536","www.triangel-beuningen.nl","Postbus","144","6640AC","BEUNINGEN GLD","41058056","744"
"40189","Verenig. Schol. der Evangel. Broedergemeenten in Amsterdam","Kortvoort","61-C","1104NA","AMSTERDAM","0363","AMSTERDAM","Evangelische broedergemeenscha","0206957178","www.crescendo-school.nl","Kortvoort","61-C","1104NA","AMSTERDAM","40537537","706"
"40207","Stichting Montessorischool Veenendaal","Duivenwal-west","300","3905AV","VEENENDAAL","0345","VEENENDAAL","Algemeen bijzonder","0318540339","www.aandebasis.nl","Postbus","898","3900AW","VEENENDAAL","41184913","606"
"40257","Stichting Atlant Basisonderwijs","Sluisplein","25","1975AG","IJMUIDEN","0453","VELSEN","Samenwerking PC, RK","0255548850","www.atlantbasisonderwijs.nl","Postbus","393","1970AJ","IJMUIDEN","41225760","638"
